date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:22:43	16564/16564	---M-Z	200	added ('OK')	font/ttf	date:Sat,%2020%20Sep%202025%2012:49:28%20GMT	https://globalcollege.ac.ke/wp-content/plugins/events-addon-for-elementor/assets/fonts/linea-software-10.ttf	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-content/plugins/events-addon-for-elementor/assets/fonts/linea-software-10.ttf	(from https://globalcollege.ac.ke/wp-content/plugins/events-addon-for-elementor/assets/css/linea.min.css?ver=1.0.0)
16:22:43	32228/32228	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2020%20Sep%202025%2012:49:28%20GMT	https://globalcollege.ac.ke/wp-content/plugins/events-addon-for-elementor/assets/fonts/linea-software-10.svg	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-content/plugins/events-addon-for-elementor/assets/fonts/linea-software-10.svg	(from https://globalcollege.ac.ke/wp-content/plugins/events-addon-for-elementor/assets/css/linea.min.css?ver=1.0.0)
16:22:43	21514/21514	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2020%20Sep%202025%2012:49:28%20GMT	https://globalcollege.ac.ke/wp-content/plugins/events-addon-for-elementor/assets/fonts/linea-weather-10.eot	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-content/plugins/events-addon-for-elementor/assets/fonts/linea-weather-10.eot	(from https://globalcollege.ac.ke/wp-content/plugins/events-addon-for-elementor/assets/css/linea.min.css?ver=1.0.0)
16:22:43	21514/21514	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2020%20Sep%202025%2012:49:28%20GMT	https://globalcollege.ac.ke/wp-content/plugins/events-addon-for-elementor/assets/fonts/linea-weather-10.eot?	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-content/plugins/events-addon-for-elementor/assets/fonts/linea-weather-10d41d.eot	(from https://globalcollege.ac.ke/wp-content/plugins/events-addon-for-elementor/assets/css/linea.min.css?ver=1.0.0)
16:22:44	7936/7936	---M--	200	added ('OK')	font/woff	date:Sat,%2020%20Sep%202025%2012:49:28%20GMT	https://globalcollege.ac.ke/wp-content/plugins/events-addon-for-elementor/assets/fonts/linea-weather-10.woff	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-content/plugins/events-addon-for-elementor/assets/fonts/linea-weather-10.woff	(from https://globalcollege.ac.ke/wp-content/plugins/events-addon-for-elementor/assets/css/linea.min.css?ver=1.0.0)
16:22:44	21308/21308	---M-Z	200	added ('OK')	font/ttf	date:Sat,%2020%20Sep%202025%2012:49:28%20GMT	https://globalcollege.ac.ke/wp-content/plugins/events-addon-for-elementor/assets/fonts/linea-weather-10.ttf	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-content/plugins/events-addon-for-elementor/assets/fonts/linea-weather-10.ttf	(from https://globalcollege.ac.ke/wp-content/plugins/events-addon-for-elementor/assets/css/linea.min.css?ver=1.0.0)
16:22:44	48132/48132	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2020%20Sep%202025%2012:49:28%20GMT	https://globalcollege.ac.ke/wp-content/plugins/events-addon-for-elementor/assets/fonts/linea-weather-10.svg	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-content/plugins/events-addon-for-elementor/assets/fonts/linea-weather-10.svg	(from https://globalcollege.ac.ke/wp-content/plugins/events-addon-for-elementor/assets/css/linea.min.css?ver=1.0.0)
16:22:45	65075/65075	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Jun%202026%2013:22:44%20GMT	https://globalcollege.ac.ke/wp-content/plugins/events-addon-for-elementor/assets/css/owl.video.play.png	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-content/plugins/events-addon-for-elementor/assets/css/owl.video.play.png	(from https://globalcollege.ac.ke/wp-content/plugins/events-addon-for-elementor/assets/css/owl.carousel.min.css?ver=2.3.4)
16:22:46	190052/190052	---M--	200	added ('OK')	image/webp	date:Wed,%2011%20Mar%202026%2018:50:00%20GMT	https://globalcollege.ac.ke/wp-content/uploads/2026/03/college-students.webp	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-content/uploads/2026/03/college-students.webp	(from https://globalcollege.ac.ke/wp-content/uploads/elementor/css/post-278.css?ver=1782183844)
16:22:47	50350/50350	---M--	200	added ('OK')	image/webp	date:Sat,%2020%20Sep%202025%2014:34:35%20GMT	https://globalcollege.ac.ke/wp-content/uploads/2025/09/igcse-student.webp	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-content/uploads/2025/09/igcse-student.webp	(from https://globalcollege.ac.ke/wp-content/uploads/elementor/css/post-278.css?ver=1782183844)
16:22:47	95188/95188	---M--	200	added ('OK')	image/webp	date:Thu,%2012%20Mar%202026%2008:57:53%20GMT	https://globalcollege.ac.ke/wp-content/uploads/2026/03/library.webp	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-content/uploads/2026/03/library.webp	(from https://globalcollege.ac.ke/wp-content/uploads/elementor/css/post-278.css?ver=1782183844)
16:22:48	18358/18358	---M--	200	added ('OK')	image/webp	date:Thu,%2012%20Mar%202026%2016:17:36%20GMT	https://globalcollege.ac.ke/wp-content/uploads/2026/03/student-at-Global-college.webp	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-content/uploads/2026/03/student-at-Global-college.webp	(from https://globalcollege.ac.ke/wp-content/uploads/elementor/css/post-278.css?ver=1782183844)
16:22:48	53392/53392	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2012%20Mar%202026%2017:15:55%20GMT	https://globalcollege.ac.ke/wp-content/uploads/2026/03/Forza-Black.ttf	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-content/uploads/2026/03/Forza-Black.ttf	(from https://globalcollege.ac.ke/wp-content/uploads/elementor/css/post-278.css?ver=1782183844)
16:22:48	54000/54000	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2012%20Mar%202026%2017:17:10%20GMT	https://globalcollege.ac.ke/wp-content/uploads/2026/03/Forza-Bold.ttf	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-content/uploads/2026/03/Forza-Bold.ttf	(from https://globalcollege.ac.ke/wp-content/uploads/elementor/css/post-278.css?ver=1782183844)
16:22:48	201/201	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Jun%202026%2009:47:03%20GMT	https://globalcollege.ac.ke/wp-content/plugins/elementskit-lite/widgets/init/assets/img/arrow.png	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-content/plugins/elementskit-lite/widgets/init/assets/img/arrow.png	(from https://globalcollege.ac.ke/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=3.9.8)
16:22:49	160/160	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Jun%202026%2009:47:03%20GMT	https://globalcollege.ac.ke/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_asc.png	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_asc.png	(from https://globalcollege.ac.ke/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=3.9.8)
16:22:49	158/158	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Jun%202026%2009:47:03%20GMT	https://globalcollege.ac.ke/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_desc.png	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_desc.png	(from https://globalcollege.ac.ke/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=3.9.8)
16:22:49	148/148	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Jun%202026%2009:47:03%20GMT	https://globalcollege.ac.ke/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_asc_disabled.png	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_asc_disabled.png	(from https://globalcollege.ac.ke/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=3.9.8)
16:22:49	257/257	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2017%20Jun%202026%2009:47:03%20GMT	https://globalcollege.ac.ke/wp-content/plugins/elementskit-lite/widgets/init/assets/img/cross-out.svg	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-content/plugins/elementskit-lite/widgets/init/assets/img/cross-out.svg	(from https://globalcollege.ac.ke/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=3.9.8)
16:22:50	55820/55820	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2006%20Aug%202025%2011:12:03%20GMT	https://globalcollege.ac.ke/wp-content/plugins/skyboot-custom-icons-for-elementor/assets/fonts/Linearicons-Free.eot?w118d	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-content/plugins/skyboot-custom-icons-for-elementor/assets/fonts/Linearicons-Free54e9.eot	(from https://globalcollege.ac.ke/wp-content/plugins/skyboot-custom-icons-for-elementor/assets/css/linearicons.css?ver=1.1.0)
16:22:50	55820/55820	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2006%20Aug%202025%2011:12:03%20GMT	https://globalcollege.ac.ke/wp-content/plugins/skyboot-custom-icons-for-elementor/assets/fonts/Linearicons-Free.eot?	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-content/plugins/skyboot-custom-icons-for-elementor/assets/fonts/Linearicons-Freed41d.eot	(from https://globalcollege.ac.ke/wp-content/plugins/skyboot-custom-icons-for-elementor/assets/css/linearicons.css?ver=1.1.0)
16:22:50	21780/21780	---M--	200	added ('OK')	font/woff2	date:Wed,%2006%20Aug%202025%2011:12:03%20GMT	https://globalcollege.ac.ke/wp-content/plugins/skyboot-custom-icons-for-elementor/assets/fonts/Linearicons-Free.woff2?w118d	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-content/plugins/skyboot-custom-icons-for-elementor/assets/fonts/Linearicons-Free54e9.woff2	(from https://globalcollege.ac.ke/wp-content/plugins/skyboot-custom-icons-for-elementor/assets/css/linearicons.css?ver=1.1.0)
16:22:51	55696/55696	---M--	200	added ('OK')	font/woff	date:Wed,%2006%20Aug%202025%2011:12:03%20GMT	https://globalcollege.ac.ke/wp-content/plugins/skyboot-custom-icons-for-elementor/assets/fonts/Linearicons-Free.woff?w118d	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-content/plugins/skyboot-custom-icons-for-elementor/assets/fonts/Linearicons-Free54e9.woff	(from https://globalcollege.ac.ke/wp-content/plugins/skyboot-custom-icons-for-elementor/assets/css/linearicons.css?ver=1.1.0)
16:22:51	55620/55620	---M-Z	200	added ('OK')	font/ttf	date:Wed,%2006%20Aug%202025%2011:12:03%20GMT	https://globalcollege.ac.ke/wp-content/plugins/skyboot-custom-icons-for-elementor/assets/fonts/Linearicons-Free.ttf?w118d	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-content/plugins/skyboot-custom-icons-for-elementor/assets/fonts/Linearicons-Free54e9.ttf	(from https://globalcollege.ac.ke/wp-content/plugins/skyboot-custom-icons-for-elementor/assets/css/linearicons.css?ver=1.1.0)
16:22:51	205847/205847	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2006%20Aug%202025%2011:12:03%20GMT	https://globalcollege.ac.ke/wp-content/plugins/skyboot-custom-icons-for-elementor/assets/fonts/Linearicons-Free.svg?w118d	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-content/plugins/skyboot-custom-icons-for-elementor/assets/fonts/Linearicons-Free54e9.svg	(from https://globalcollege.ac.ke/wp-content/plugins/skyboot-custom-icons-for-elementor/assets/css/linearicons.css?ver=1.1.0)
16:22:52	2500/2500	---M-Z	200	added ('OK')	application/json	date:Tue,%2023%20Jun%202026%2013:22:51%20GMT	https://globalcollege.ac.ke/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fglobalcollege.ac.ke%2Fstudent-clubs-at-global-technical-college	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-json/oembed/1.0/embed6b46.json	(from https://globalcollege.ac.ke/student-clubs-at-global-technical-college)
16:22:52	121426/121426	---M--	200	added ('OK')	image/webp	date:Wed,%2006%20Aug%202025%2018:45:34%20GMT	https://globalcollege.ac.ke/wp-content/uploads/2025/08/Students-at-Global-college.webp	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-content/uploads/2025/08/Students-at-Global-college.webp	(from https://globalcollege.ac.ke/student-clubs-at-global-technical-college)
16:22:53	2944/2944	---M-Z	200	added ('OK')	text/xml	date:Tue,%2023%20Jun%202026%2013:22:52%20GMT	https://globalcollege.ac.ke/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fglobalcollege.ac.ke%2Fstudent-clubs-at-global-technical-college&format=xml	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-json/oembed/1.0/embed4ef0	(from https://globalcollege.ac.ke/student-clubs-at-global-technical-college)
16:22:53	9122/9122	---M-Z	200	added ('OK')	text/css	date:Mon,%2022%20Jun%202026%2023:24:07%20GMT	https://globalcollege.ac.ke/wp-content/uploads/elementor/css/post-792.css?ver=1782170647	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-content/uploads/elementor/css/post-792b127.css	(from https://globalcollege.ac.ke/student-clubs-at-global-technical-college)
16:22:53	464672/464672	---M--	200	added ('OK')	font/woff	date:Wed,%2017%20Jun%202026%2009:47:03%20GMT	https://globalcollege.ac.ke/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/fonts/elementskit.woff?itek3h	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/fonts/elementskitf60a.woff	(from https://globalcollege.ac.ke/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons.css?ver=3.9.8)
16:22:54	9382/9382	---MCZ	200	added ('OK')	application/json	date:Tue,%2023%20Jun%202026%2013:22:53%20GMT	https://globalcollege.ac.ke/wp-json/wp/v2/pages/792	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-json/wp/v2/pages/792.json	(from https://globalcollege.ac.ke/student-clubs-at-global-technical-college)
16:22:54	44666/44666	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2020%20Sep%202025%2012:49:28%20GMT	https://globalcollege.ac.ke/wp-content/plugins/events-addon-for-elementor/elementor/js/naevents-elementor.js?ver=1305657411	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-content/plugins/events-addon-for-elementor/elementor/js/naevents-elementor3764.js	(from https://globalcollege.ac.ke/student-clubs-at-global-technical-college)
16:22:54	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20Jun%202026%2013:22:53%20GMT	https://globalcollege.ac.ke/?p=792	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/indexdfb6.html	(from https://globalcollege.ac.ke/student-clubs-at-global-technical-college)
16:22:54	24394/24394	---M--	200	added ('OK')	image/webp	date:Sun,%2010%20Aug%202025%2014:09:49%20GMT	https://globalcollege.ac.ke/wp-content/uploads/2025/08/business-man-1.webp	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-content/uploads/2025/08/business-man-1.webp	(from https://globalcollege.ac.ke/global-technical-college-alumni-network)
16:22:55	2403/2403	---M-Z	200	added ('OK')	application/json	date:Tue,%2023%20Jun%202026%2013:22:54%20GMT	https://globalcollege.ac.ke/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fglobalcollege.ac.ke%2Fglobal-technical-college-alumni-network	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-json/oembed/1.0/embed1e90.json	(from https://globalcollege.ac.ke/global-technical-college-alumni-network)
16:22:55	2847/2847	---M-Z	200	added ('OK')	text/xml	date:Tue,%2023%20Jun%202026%2013:22:54%20GMT	https://globalcollege.ac.ke/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fglobalcollege.ac.ke%2Fglobal-technical-college-alumni-network&format=xml	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-json/oembed/1.0/embed08e5	(from https://globalcollege.ac.ke/global-technical-college-alumni-network)
16:22:56	20711/20711	---M-Z	200	added ('OK')	text/css	date:Tue,%2023%20Jun%202026%2013:00:26%20GMT	https://globalcollege.ac.ke/wp-content/uploads/elementor/css/post-790.css?ver=1782219626	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-content/uploads/elementor/css/post-79084b8.css	(from https://globalcollege.ac.ke/global-technical-college-alumni-network)
16:22:56	17478/17478	---MCZ	200	added ('OK')	application/json	date:Tue,%2023%20Jun%202026%2013:22:55%20GMT	https://globalcollege.ac.ke/wp-json/wp/v2/pages/790	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-json/wp/v2/pages/790.json	(from https://globalcollege.ac.ke/global-technical-college-alumni-network)
16:22:56	44666/44666	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2020%20Sep%202025%2012:49:28%20GMT	https://globalcollege.ac.ke/wp-content/plugins/events-addon-for-elementor/elementor/js/naevents-elementor.js?ver=1809841365	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-content/plugins/events-addon-for-elementor/elementor/js/naevents-elementore804.js	(from https://globalcollege.ac.ke/global-technical-college-alumni-network)
16:22:56	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20Jun%202026%2013:22:56%20GMT	https://globalcollege.ac.ke/?p=790	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/index895e.html	(from https://globalcollege.ac.ke/global-technical-college-alumni-network)
16:22:57	50016/50016	---M--	200	added ('OK')	image/webp	date:Sun,%2010%20Aug%202025%2015:01:29%20GMT	https://globalcollege.ac.ke/wp-content/uploads/2025/08/Events-calender-illustration.webp	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-content/uploads/2025/08/Events-calender-illustration.webp	(from https://globalcollege.ac.ke/global-technical-training-college-events)
16:22:57	2470/2470	---M-Z	200	added ('OK')	application/json	date:Tue,%2023%20Jun%202026%2013:22:56%20GMT	https://globalcollege.ac.ke/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fglobalcollege.ac.ke%2Fglobal-technical-training-college-events	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-json/oembed/1.0/embed96bf.json	(from https://globalcollege.ac.ke/global-technical-training-college-events)
16:22:57	2914/2914	---M-Z	200	added ('OK')	text/xml	date:Tue,%2023%20Jun%202026%2013:22:57%20GMT	https://globalcollege.ac.ke/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fglobalcollege.ac.ke%2Fglobal-technical-training-college-events&format=xml	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-json/oembed/1.0/embeda77c	(from https://globalcollege.ac.ke/global-technical-training-college-events)
16:22:58	9745/9745	---M-Z	200	added ('OK')	text/css	date:Tue,%2023%20Jun%202026%2011:32:58%20GMT	https://globalcollege.ac.ke/wp-content/uploads/elementor/css/post-794.css?ver=1782214378	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-content/uploads/elementor/css/post-794c6c7.css	(from https://globalcollege.ac.ke/global-technical-training-college-events)
16:22:58	13760/13760	---MCZ	200	added ('OK')	application/json	date:Tue,%2023%20Jun%202026%2013:22:57%20GMT	https://globalcollege.ac.ke/wp-json/wp/v2/pages/794	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-json/wp/v2/pages/794.json	(from https://globalcollege.ac.ke/global-technical-training-college-events)
16:22:58	44666/44666	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2020%20Sep%202025%2012:49:28%20GMT	https://globalcollege.ac.ke/wp-content/plugins/events-addon-for-elementor/elementor/js/naevents-elementor.js?ver=1310819805	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-content/plugins/events-addon-for-elementor/elementor/js/naevents-elementorad2a.js	(from https://globalcollege.ac.ke/global-technical-training-college-events)
16:22:59	2231/2231	---M-Z	200	added ('OK')	application/json	date:Tue,%2023%20Jun%202026%2013:22:58%20GMT	https://globalcollege.ac.ke/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fglobalcollege.ac.ke%2Fmedia-and-downloads	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-json/oembed/1.0/embedf6b9.json	(from https://globalcollege.ac.ke/media-and-downloads)
16:22:59	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20Jun%202026%2013:22:58%20GMT	https://globalcollege.ac.ke/?p=794	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/index3b2d.html	(from https://globalcollege.ac.ke/global-technical-training-college-events)
16:23:00	2637/2637	---M-Z	200	added ('OK')	text/xml	date:Tue,%2023%20Jun%202026%2013:22:59%20GMT	https://globalcollege.ac.ke/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fglobalcollege.ac.ke%2Fmedia-and-downloads&format=xml	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-json/oembed/1.0/embed3afe	(from https://globalcollege.ac.ke/media-and-downloads)
16:23:00	14396/14396	---M-Z	200	added ('OK')	text/css	date:Tue,%2023%20Jun%202026%2012:12:49%20GMT	https://globalcollege.ac.ke/wp-content/uploads/elementor/css/post-507.css?ver=1782216769	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-content/uploads/elementor/css/post-5074a85.css	(from https://globalcollege.ac.ke/media-and-downloads)
16:23:00	14372/14372	---MCZ	200	added ('OK')	application/json	date:Tue,%2023%20Jun%202026%2013:23:00%20GMT	https://globalcollege.ac.ke/wp-json/wp/v2/pages/507	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-json/wp/v2/pages/507.json	(from https://globalcollege.ac.ke/media-and-downloads)
16:23:01	44666/44666	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2020%20Sep%202025%2012:49:28%20GMT	https://globalcollege.ac.ke/wp-content/plugins/events-addon-for-elementor/elementor/js/naevents-elementor.js?ver=903162706	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-content/plugins/events-addon-for-elementor/elementor/js/naevents-elementor3c4f.js	(from https://globalcollege.ac.ke/media-and-downloads)
16:23:01	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20Jun%202026%2013:23:00%20GMT	https://globalcollege.ac.ke/?p=507	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/indexcfe8.html	(from https://globalcollege.ac.ke/media-and-downloads)
16:23:01	2365/2365	---M-Z	200	added ('OK')	application/json	date:Tue,%2023%20Jun%202026%2013:23:00%20GMT	https://globalcollege.ac.ke/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fglobalcollege.ac.ke%2Fcollege-courses-at-gttc	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-json/oembed/1.0/embedb5c4.json	(from https://globalcollege.ac.ke/college-courses-at-gttc)
16:23:02	2809/2809	---M-Z	200	added ('OK')	text/xml	date:Tue,%2023%20Jun%202026%2013:23:01%20GMT	https://globalcollege.ac.ke/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fglobalcollege.ac.ke%2Fcollege-courses-at-gttc&format=xml	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-json/oembed/1.0/embed2e91	(from https://globalcollege.ac.ke/college-courses-at-gttc)
16:23:02	77/77	---M--	200	added ('OK')	text/css	date:Mon,%2022%20Jun%202026%2021:45:24%20GMT	https://globalcollege.ac.ke/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min.css?ver=4.1.4	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.mineda1.css	(from https://globalcollege.ac.ke/college-courses-at-gttc)
16:23:02	11027/11027	---M-Z	200	added ('OK')	text/css	date:Thu,%2012%20Mar%202026%2017:10:55%20GMT	https://globalcollege.ac.ke/wp-content/plugins/pro-elements/assets/css/widget-call-to-action.min.css?ver=3.35.0	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-content/plugins/pro-elements/assets/css/widget-call-to-action.mind341.css	(from https://globalcollege.ac.ke/college-courses-at-gttc)
16:23:02	7256/7256	---M-Z	200	added ('OK')	text/css	date:Thu,%2012%20Mar%202026%2017:10:55%20GMT	https://globalcollege.ac.ke/wp-content/plugins/pro-elements/assets/css/conditionals/transitions.min.css?ver=3.35.0	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-content/plugins/pro-elements/assets/css/conditionals/transitions.mind341.css	(from https://globalcollege.ac.ke/college-courses-at-gttc)
16:23:03	64243/64243	---M-Z	200	added ('OK')	text/css	date:Tue,%2023%20Jun%202026%2005:57:29%20GMT	https://globalcollege.ac.ke/wp-content/uploads/elementor/css/post-505.css?ver=1782194249	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-content/uploads/elementor/css/post-505f2df.css	(from https://globalcollege.ac.ke/college-courses-at-gttc)
16:23:03	65224/65224	---MCZ	200	added ('OK')	application/json	date:Tue,%2023%20Jun%202026%2013:23:02%20GMT	https://globalcollege.ac.ke/wp-json/wp/v2/pages/505	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-json/wp/v2/pages/505.json	(from https://globalcollege.ac.ke/college-courses-at-gttc)
16:23:04	49944/49944	---M--	200	added ('OK')	image/webp	date:Wed,%2006%20Aug%202025%2018:30:54%20GMT	https://globalcollege.ac.ke/wp-content/uploads/2025/08/School-of-English.webp	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-content/uploads/2025/08/School-of-English.webp	(from https://globalcollege.ac.ke/college-courses-at-gttc)
16:23:04	73360/73360	---M--	200	added ('OK')	image/webp	date:Wed,%2006%20Aug%202025%2018:33:05%20GMT	https://globalcollege.ac.ke/wp-content/uploads/2025/08/School-of-Business.webp	C:/Users/EBook/global%20college/https___globalcollege.ac.ke_/globalcollege.ac.ke/wp-content/uploads/2025/08/School-of-Business.webp	(from https://globalcollege.ac.ke/college-courses-at-gttc)
